Loan_ID,Gender,Dependents,Self_Employed,Applicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Loan_Status
CL_108337,0,3,1,12248.31,193919.771,3,0,Reject
CL_303870,0,2,0,11684.26,219455.77,3,0,Reject
CL_432757,0,3,1,14892.38,340653.1807,10,1,Approve
CL_745326,1,3,0,10053.09,126306.8184,3,1,Approve
CL_72254,1,2,0,13041.14,161729.5832,3,1,Approve
CL_688007,1,2,0,13496.91,284329.641,6,0,Reject
CL_816887,0,0,1,13114.07,383270.4077,12,0,Reject
CL_180244,0,1,1,12754.83,248001.7359,3,0,Reject
CL_786673,1,1,0,13064.73,258194.5782,5,1,Approve
CL_857660,1,1,0,13523.26,275275.1113,3,0,Reject
CL_73053,0,3,0,14861.84,267602.0484,5,0,Reject
CL_733170,1,2,0,12121.53,372054.491,9,1,Approve
CL_320562,1,0,0,11695.7,340230.7293,8,0,Reject
CL_156500,0,2,0,11798.1,189454.9306,4,0,Reject
CL_867292,1,0,0,11963.13,326942.9978,11,1,Approve
CL_139050,1,2,0,10032.39,184461.8273,4,1,Approve
CL_6126,1,3,1,14889.44,436401.5776,6,1,Approve
CL_873905,1,1,0,14674.71,316530.4252,18,1,Approve
CL_961460,1,1,0,12097.88,340095.682,8,1,Approve
CL_242239,0,3,0,14879.58,415529.7716,6,1,Approve
CL_81626,1,1,1,11881.2,312759.7039,11,0,Approve
CL_689398,1,3,0,14429.86,409717.4753,6,1,Approve
CL_831317,1,2,0,10193,260549.4929,11,1,Approve
CL_228524,1,2,0,12262.18,271179.9614,3,1,Approve
CL_902079,0,3,0,13459.64,226958.1757,5,1,Approve
CL_4977,0,3,0,11984.72,222646.8066,3,0,Reject
CL_781936,0,1,1,13175.44,286154.9471,5,0,Reject
CL_885609,1,4,0,13079.65,372020.1979,6,1,Approve
CL_355654,1,0,0,13009.25,324881.7439,7,1,Approve
CL_851153,1,3,0,10182.35,245787.439,20,0,Reject
CL_614290,0,3,0,11148.14,201812.9716,8,1,Approve
CL_698625,1,3,0,14134.41,177750.5502,3,0,Reject
CL_899695,0,3,0,14770.23,389069.1339,7,1,Approve
CL_727550,0,4,0,12928.19,237203.0522,15,1,Approve
CL_30425,1,1,0,11370.51,229534.3096,3,1,Approve
CL_251129,0,3,0,14779.14,425277.85,24,1,Approve
CL_473668,1,3,1,12406.89,240435.5476,4,1,Approve
CL_35789,0,2,0,12039.26,314209.6294,4,0,Reject
CL_200129,0,1,0,14551.88,379766.8378,7,1,Approve
CL_275785,1,3,1,12430.13,220844.1412,5,1,Approve
CL_473639,0,1,1,10392.03,318914.2628,9,0,Approve
CL_44768,0,0,0,14560.81,273398.7913,3,0,Reject
CL_254429,1,2,0,14332.09,384716.1644,4,1,Reject
CL_607719,1,4,0,12483.72,269819.8236,6,1,Approve
CL_860223,0,3,0,13492.48,262941.1894,3,0,Reject
CL_373404,0,2,0,13324.64,380424.672,4,1,Approve
CL_273252,1,1,0,12881.45,236542.6226,8,1,Approve
CL_363696,1,3,0,14013.63,411682.2941,8,0,Reject
CL_538622,1,1,0,12211.15,355320.0542,6,1,Approve
CL_406236,0,1,0,10676.23,308523.8205,6,1,Approve
CL_34909,0,4,0,14796.67,221164.3252,3,1,Approve
CL_5042,0,2,0,13933.21,189855.7292,6,0,Reject
CL_934652,0,2,0,14769,431621.0665,8,0,Reject
CL_919161,1,3,1,13968.89,392217.6278,8,0,Reject
CL_382425,1,3,1,14728.53,179706.2876,2,0,Reject
CL_466589,0,2,0,13640.73,262217.678,16,0,Reject
CL_407803,1,3,0,10385.51,219508.5744,3,1,Approve
CL_273861,1,2,0,13837.77,312140.8497,5,1,Approve
CL_948496,1,3,0,14100.28,236681.8752,14,1,Approve
CL_288997,1,1,0,14620.41,190090.2966,4,0,Reject
CL_852445,1,0,0,12635.37,385276.0491,5,1,Approve
CL_643296,0,3,0,13987.51,400591.2466,6,1,Approve
CL_563053,0,2,0,10454.94,210079.774,3,1,Approve
CL_885771,1,2,0,11023,224161.4692,4,1,Approve
CL_818894,0,1,0,12748.45,362480.5422,8,0,Reject
CL_16403,1,0,0,14861.78,422621.0646,8,0,Reject
CL_795146,1,2,1,10038.62,201906.4152,3,1,Approve
CL_419742,1,3,0,13378.75,231982.7714,5,1,Approve
CL_121173,0,1,0,11357.92,241115.1875,4,1,Reject
CL_49813,0,0,0,11160.46,240136.4281,9,1,Approve
CL_185124,0,3,0,13865.41,260137.9579,3,0,Reject
CL_507777,0,3,0,12640.84,331946.1562,11,0,Reject
CL_996416,0,0,0,11951.73,247127.0169,9,1,Approve
CL_549934,1,3,0,12098.44,176316.7602,2,0,Reject
CL_715277,1,2,0,13169.29,311853.2404,3,0,Reject
CL_510197,1,2,0,11128.1,338331.4503,5,1,Approve
CL_782186,1,1,0,14546.52,231084.1968,4,0,Reject
CL_941874,1,3,1,10658.9,197803.0581,4,0,Reject
CL_647589,0,0,0,13019.53,387285.2127,25,0,Reject
CL_897739,0,2,0,12524.83,384845.9708,26,0,Reject
CL_93865,0,0,0,12198.05,168631.0862,2,1,Approve
CL_788019,0,0,0,12844.3,275379.2367,3,1,Approve
CL_431746,1,0,0,12706.78,268925.8121,6,0,Reject
CL_97378,1,3,0,12986.1,270147.9521,3,0,Reject
CL_176923,0,2,0,14544.47,322645.34,3,0,Reject
CL_931398,0,2,0,13970.29,365439.5084,5,0,Reject
CL_48053,1,1,0,10575.79,162027.8238,4,1,Approve
CL_76272,1,4,0,10604.28,250869.4512,7,1,Approve
CL_791006,1,3,0,12291.05,292872.0567,3,1,Approve
CL_293125,0,1,0,10357,294397.9585,12,1,Approve
CL_811080,0,2,1,11140.67,197296.277,4,0,Reject
CL_921029,0,4,1,13921.52,236835.2655,7,1,Approve
CL_7592,0,2,0,14379.11,408945.4921,12,0,Reject
CL_669349,1,2,0,14424.2,372525.6083,4,0,Reject
CL_514512,1,3,0,12768.66,301302.2114,20,1,Approve
CL_415420,0,2,0,10812.42,241445.0239,3,0,Reject
CL_939802,1,0,0,13222.7,330089.6824,4,1,Approve
CL_363611,1,2,1,14903.61,461431.3675,9,1,Approve
CL_469852,0,3,0,12643.82,224509.6667,2,1,Approve
CL_279677,0,3,0,10467.65,182018.3019,4,0,Approve
CL_22677,0,1,0,13795.63,239786.5227,2,0,Reject
CL_712468,1,0,0,11998.51,311530.4483,7,1,Approve
CL_852781,1,3,1,11367.44,317334.0621,5,1,Approve
CL_724365,0,3,0,10985,158044.8838,4,0,Reject
CL_215592,1,3,0,12479.62,349092.2033,6,0,Reject
CL_129111,0,3,0,11547.07,165329.8364,4,0,Reject
CL_410712,1,1,0,13855.37,366356.5209,7,0,Reject
CL_421205,0,2,0,12056.22,221729.9782,3,1,Approve
CL_384778,0,1,0,14167.04,408572.1633,6,0,Reject
CL_726847,1,2,0,13135.25,177327.768,2,1,Approve
CL_88093,1,3,0,10887.11,278357.9292,11,1,Approve
CL_522135,1,2,0,10623.01,244048.5604,6,0,Reject
CL_658281,1,2,0,14920.12,305849.216,4,1,Approve
CL_483926,0,2,1,10130.98,148734.0701,6,1,Approve
CL_604657,0,2,0,14839.2,186801.787,2,0,Reject
CL_409259,1,4,0,11360.28,314146.8641,8,0,Reject
CL_92260,1,0,0,14589.79,261678.2423,5,0,Reject
CL_206349,0,4,0,10079.65,260196.7168,5,1,Approve
CL_870739,0,3,0,12729.57,206858.1332,3,1,Approve
CL_587089,1,3,0,12538.52,312668.5037,5,1,Approve
CL_950840,0,2,0,10452.73,270041.9973,4,0,Reject
CL_585546,0,3,1,10879.6,171764.0696,4,0,Reject
CL_595572,1,2,0,11109.04,243037.5736,6,0,Reject
CL_669206,1,0,1,13018.77,299053.3605,5,1,Approve
CL_423909,0,2,1,11346.69,294299.8519,22,0,Reject
CL_116787,0,3,0,10064.21,143938.5339,3,0,Approve
CL_280440,0,3,0,14233.31,287231.1429,17,1,Approve
CL_223313,1,0,0,13330.55,194858.1878,4,0,Reject
CL_883357,1,1,0,12487.74,220076.2682,3,0,Reject
CL_297657,0,3,0,10358.52,316959.0327,13,0,Reject
CL_109651,0,3,0,12246.83,238002.2385,8,1,Reject
CL_63582,1,2,1,10723.78,196840.3314,4,0,Approve
CL_899469,0,1,0,12529.18,151159.516,2,1,Approve
CL_958484,0,3,0,11185.02,244665.1591,5,0,Reject
CL_270675,0,2,1,11005.11,211870.6463,3,0,Reject
CL_285932,1,3,0,14227.3,179897.5444,5,1,Approve
CL_870090,1,2,0,13363.1,381186.2802,5,1,Reject
CL_743620,0,1,0,14212.12,381288.1716,6,1,Approve
CL_732109,1,1,0,10782.42,200540.8385,8,0,Reject
CL_486093,0,2,0,13323.48,202072.4999,4,0,Reject
CL_527884,0,1,1,13980.83,342277.0779,4,1,Approve
CL_169650,0,0,1,10638.33,222981.2549,9,0,Reject
CL_61316,1,3,0,12551.58,322712.1499,4,1,Approve
CL_585894,0,1,0,11394.52,143759.5952,3,0,Reject
CL_886776,1,3,0,13797.69,375354.3393,11,1,Approve
CL_221246,0,3,1,10147.6,263560.3379,11,0,Reject
CL_548743,0,1,0,10484.75,196994.4484,5,0,Reject
CL_622639,0,2,1,12230.14,152425.7849,10,0,Reject
CL_628715,1,1,0,12880.3,206619.2399,3,0,Reject
CL_680250,1,2,1,14120.97,349802.137,10,0,Reject
CL_918214,1,3,0,11196.12,170313.2151,3,1,Reject
CL_888312,1,1,1,14098.55,360959.9119,7,0,Reject
CL_638196,1,2,0,11016.05,230305.0982,3,1,Approve
CL_827781,0,3,0,11039.07,247526.1998,9,1,Approve
CL_41030,1,3,0,10550.7,147282.728,6,1,Approve
CL_692241,0,1,0,10461.43,239331.2698,10,1,Approve
CL_163508,1,2,0,10623.72,167730.6332,3,1,Approve
CL_24447,1,4,1,14134.34,372980.1877,11,1,Approve
CL_753820,1,0,0,13349.34,411161.8201,13,1,Approve
CL_407246,0,1,0,14991.49,406928.3961,4,1,Approve
CL_767796,1,3,0,12454.2,260560.7473,3,1,Approve
CL_59619,1,2,0,11936.96,228377.7963,3,0,Reject
CL_348483,1,1,0,11464.2,203139.4953,2,1,Approve
CL_780272,0,1,0,14900.52,195074.8195,2,1,Approve
CL_961162,1,4,0,14868.6,382571.945,5,0,Reject
CL_546474,1,3,0,12961.95,324576.6464,4,0,Reject
CL_526125,0,4,1,11504.63,217938.5163,3,0,Reject
CL_983133,0,3,0,12290.68,255834.1839,3,1,Approve
CL_845295,0,2,0,13170.05,319109.4606,3,0,Reject
CL_515095,1,0,0,10699.21,165963.263,13,0,Reject
CL_693901,1,3,0,11649.11,309496.1763,7,0,Reject
CL_57276,1,3,0,11826.04,259248.8046,4,0,Reject
CL_545790,1,3,0,14188.39,288816.0851,3,0,Reject
CL_102380,0,2,0,11913.73,302723.6122,4,0,Reject
CL_407862,0,1,0,12032.1,248906.1852,6,1,Approve
CL_270240,1,3,0,11223.37,177656.3855,13,0,Reject
CL_251272,0,4,0,13753.56,277481.1959,3,0,Reject
CL_902867,1,2,0,11461.21,319122.5656,8,0,Reject
CL_537201,0,2,0,10716.91,208241.2934,8,0,Approve
CL_536653,0,1,0,10381.98,296163.0794,24,1,Approve
CL_431921,1,3,1,11454.88,171814.0473,4,1,Approve
CL_232977,0,0,0,11947.7,353152.3284,12,0,Reject
CL_37584,0,1,0,13184.46,169775.805,4,1,Reject
CL_538196,0,2,0,10204.95,258081.1542,11,0,Reject
CL_83797,0,2,1,13234.78,209072.9665,3,0,Reject
CL_526683,1,4,0,14883.21,263704.0409,5,0,Reject
CL_489647,0,1,1,11184.68,294100.8931,4,0,Reject
CL_376899,1,1,0,12771.61,178435.3657,2,1,Approve
CL_187251,0,2,0,11548.48,211315.16,15,1,Approve
CL_512096,0,0,0,10440.68,272480.6758,5,1,Approve
CL_389115,1,3,0,13006.68,186521.3008,2,0,Reject
CL_701110,1,3,0,13740.24,234345.7536,3,1,Approve
CL_748410,1,0,0,12130.46,156180.4096,3,1,Approve
CL_528332,0,3,0,14688.34,431482.1502,6,0,Approve
CL_990900,0,2,0,11209.48,208591.1389,4,1,Reject
CL_5150,1,3,0,12672.71,388425.3703,4,1,Approve
CL_650646,1,2,0,10614.4,175899.5249,5,0,Approve
CL_44332,1,3,0,11532.01,139433.9324,5,0,Reject
CL_373950,1,3,1,11170.78,317135.7667,5,0,Reject
CL_684203,0,2,0,12546.56,250341.1994,8,1,Approve
CL_933838,1,0,0,13575.23,362824.6146,4,0,Reject
CL_135421,0,1,1,14594.3,389255.8004,6,1,Approve
CL_819518,0,2,0,13482.68,287733.7556,18,1,Approve
CL_903621,1,3,0,14188.96,370478.4919,22,1,Approve
CL_174847,0,4,0,11339.17,188246.9769,14,1,Approve
CL_202855,1,3,0,13844.22,232493.25,14,1,Approve
CL_950953,1,3,0,13647.03,182814.5705,4,0,Reject
CL_832153,0,3,0,14500.17,349288.0141,10,0,Reject
CL_601789,0,1,0,12495.17,172463.4345,6,0,Reject
CL_334810,1,0,1,10631.8,275904.6196,4,0,Reject
CL_124693,0,3,0,11610.52,243533.6432,3,1,Approve
CL_148354,0,0,0,11002.38,258144.1427,4,1,Approve
CL_805581,1,1,0,13532.79,326927.5592,3,1,Approve
CL_980436,1,1,0,11639.33,258106.0391,3,0,Reject
CL_291238,0,2,1,12043.31,272072.9914,5,0,Reject
CL_471835,0,3,1,12543.88,157833.0987,5,0,Reject
CL_904474,1,2,0,10325.26,208691.4258,3,0,Reject
CL_16728,0,3,0,11332.68,224616.8478,8,0,Reject
CL_552911,0,1,0,11937.52,146775.6834,2,1,Approve
CL_441774,1,1,0,12686.08,231106.5669,5,0,Reject
CL_427927,1,2,1,12004.05,205838.5414,5,0,Reject
CL_881404,1,2,0,11810.02,147300.6512,10,0,Reject
CL_945717,0,2,0,13789.54,327017.7711,3,0,Reject
CL_358567,1,4,0,12154.66,365994.0245,8,1,Approve
CL_249009,0,2,0,15497.23,472784.9574,6,0,Reject
CL_496109,0,1,0,21703.26,463857.8654,9,0,Approve
CL_424339,1,3,0,25772.05,749296.6606,4,0,Reject
CL_561766,0,2,0,29541.85,819141.665,5,0,Reject
CL_200857,0,3,1,20302.6,349937.0339,2,0,Reject
CL_863384,0,3,0,27985.61,382069.6654,2,0,Reject
CL_857863,1,1,0,24819.76,502482.8066,3,1,Approve
CL_257171,1,3,0,20332.89,382636.2255,5,0,Reject
CL_385529,1,2,1,24160.79,451149.289,16,0,Reject
CL_171748,0,1,0,23829.72,357836.1001,3,0,Approve
CL_325872,0,2,0,15598.67,443133.7739,24,1,Approve
CL_746765,0,3,0,23133.57,670989.6417,24,1,Approve
CL_523108,0,2,0,17988.62,460821.3044,4,1,Approve
CL_902571,0,0,0,27639.88,524626.6536,16,1,Approve
CL_779331,1,3,0,29701.85,551596.3853,15,1,Approve
CL_339201,1,2,0,19814.86,344298.4486,4,0,Reject
CL_128078,1,3,0,15110.03,460599.8285,8,1,Approve
CL_294554,1,2,0,25910.21,682688.6528,11,0,Reject
CL_276529,1,3,0,21795.21,473527.4392,9,0,Reject
CL_580783,1,1,0,19838.53,259765.9821,2,0,Reject
CL_544200,1,2,0,26126.87,656874.4007,21,0,Approve
CL_932301,0,4,0,21559.14,298507.3158,2,1,Approve
CL_350416,0,1,0,18925.53,567709.845,25,1,Approve
CL_998336,1,1,0,28646.29,489859.8722,3,1,Approve
CL_116481,0,4,0,25630.32,471954.1747,3,0,Reject
CL_521752,0,1,0,22103.11,344001.5596,6,1,Approve
CL_517833,0,4,0,23129.59,554866.1001,5,1,Approve
CL_47373,0,2,0,21010.76,624284.1342,6,0,Reject
CL_991200,0,2,0,16677.05,223001.7585,4,0,Reject
CL_88981,1,3,1,16764.3,485292.3231,8,0,Reject
CL_154064,1,0,0,23386.43,491336.3622,4,1,Approve
CL_601307,1,2,0,26743.73,371992.4172,6,1,Approve
CL_218128,1,0,0,17721.12,400308.7632,3,0,Reject
CL_737918,1,2,0,17293.93,301472.4532,5,0,Reject
CL_166875,1,4,0,27607.48,726428.8622,4,0,Reject
CL_676383,1,3,1,17332.57,250526.3463,12,1,Approve
CL_44954,0,4,0,19606.92,389068.5747,3,0,Reject
CL_105484,1,3,0,16497.14,356493.1369,5,0,Approve
CL_236056,1,1,0,15929.83,422455.807,6,0,Reject
CL_846340,1,3,0,27148.9,628140.0037,10,0,Approve
CL_200182,1,2,0,24900.82,695704.7168,23,0,Approve
CL_562533,1,2,0,21675.37,526008.4105,4,0,Reject
CL_953013,0,3,0,28484.49,856959.7631,4,0,Reject
CL_622171,1,0,0,16607.74,496249.8577,6,1,Approve
CL_73864,0,3,0,21147.68,505630.7929,10,1,Approve
CL_479136,1,1,1,25837.02,394568.7271,3,0,Reject
CL_582602,1,2,1,15973.69,196786.2978,2,1,Approve
CL_963781,1,4,0,20571.76,373273.193,8,1,Approve
CL_584242,1,2,0,28644.86,423395.7636,3,1,Approve
CL_750747,1,3,0,18381.17,275845.9986,3,1,Approve
CL_510026,0,3,0,17380.94,504073.3207,12,1,Reject
CL_564997,0,1,0,25119.47,457792.5622,15,1,Approve
CL_899646,0,2,1,25377.05,659772.6806,7,0,Reject
CL_103182,0,3,0,27294.49,335153.9529,2,1,Approve
CL_241894,1,1,0,16088.26,431226.0662,11,1,Approve
CL_492168,0,4,0,28620.95,474854.3255,3,0,Reject
CL_604271,1,3,0,16651.16,507886.0072,25,1,Approve
CL_986309,0,3,0,27152.81,328354.2074,2,1,Approve
CL_3899,0,2,0,18608.04,555425.9831,12,1,Approve
CL_807924,1,1,0,22256.12,601010.8719,4,0,Reject
CL_257973,0,0,0,16850.27,390069.2731,6,1,Approve
CL_591937,1,0,0,17225.89,225438.3264,4,0,Reject
CL_768871,0,1,0,19460.45,514069.9229,11,1,Reject
CL_343450,0,0,0,23668.55,407697.438,4,1,Approve
CL_562055,0,3,0,20011.9,494670.3629,4,0,Reject
CL_740221,1,2,0,15606.22,467332.9705,12,1,Approve
CL_828809,0,2,0,20453.44,574799.2116,12,1,Approve
CL_755892,1,0,0,25367.61,518102.8582,4,0,Reject
CL_553948,0,1,0,28493.07,833847.2962,4,0,Reject
CL_393773,1,4,0,29167.37,761883.5723,4,1,Approve
CL_517539,1,2,0,24559.66,640138.8937,11,0,Approve
CL_786904,0,2,0,24114.69,553479.3414,19,0,Reject
CL_770186,1,0,0,29925.83,772451.7268,7,1,Approve
CL_306450,0,0,0,17601.28,389312.9523,18,0,Reject
CL_618285,0,2,0,24216.69,470879.6547,5,0,Reject
CL_182831,1,3,0,22615.14,292237.3934,4,1,Approve
CL_286910,0,2,0,18318.78,253770.0319,2,1,Approve
CL_608117,0,2,0,29034.54,703580.2169,4,0,Reject
CL_120625,0,2,0,16170.36,349101.2952,18,1,Approve
CL_81430,0,4,1,24458.6,730015.3674,6,1,Approve
CL_509908,1,1,0,15739.71,430163.648,4,0,Reject
CL_531962,1,3,0,19418.49,520526.728,4,0,Reject
CL_227726,1,4,1,26180.01,538441.1792,9,1,Approve
CL_415026,0,4,0,15438.05,355416.6034,3,0,Reject
CL_253127,1,0,0,16481.86,452984.3031,8,1,Approve
CL_546108,0,2,0,28879.04,687452.4457,5,0,Approve
CL_594595,1,4,0,29134.18,678400.3213,5,1,Approve
CL_79863,1,0,1,18952.37,432007.5505,4,1,Approve
CL_900304,0,3,0,21283.43,265834.0475,2,1,Approve
CL_371630,0,4,0,23592.71,656855.2063,5,1,Approve
CL_196239,0,3,0,28259.86,848871.2225,25,0,Reject
CL_214787,1,3,0,16811.42,439409.688,4,0,Reject
CL_747280,0,2,0,15607.06,401192.1466,7,1,Approve
CL_256353,0,1,0,16737.8,249308.784,4,0,Reject
CL_657467,0,2,0,22020.11,404460.1156,5,0,Reject
CL_303745,1,2,0,29331.94,785406.6926,22,1,Approve
CL_426938,1,4,0,15549.29,377812.4746,10,1,Approve
CL_184435,1,2,0,22945.12,301811.0377,2,1,Approve
CL_811584,1,3,0,19014.12,300223.2444,7,0,Reject
CL_521940,1,2,0,24598.19,388218.9491,3,1,Approve
CL_870022,1,3,0,17848.51,447006.0541,4,0,Reject
CL_404568,0,3,0,18389.67,473232.1469,21,0,Reject
CL_672736,1,3,0,21146.14,633667.5318,12,0,Reject
CL_222211,1,2,0,17878,412365.4241,3,0,Reject
CL_525233,1,1,0,17096.02,428988.0405,3,1,Approve
CL_306177,1,3,0,19962.45,566555.6037,24,1,Approve
CL_34273,0,4,0,28334.86,579791.9215,6,0,Approve
CL_88774,1,1,0,20200.13,353484.6852,4,1,Reject
CL_465109,0,2,0,26825.72,323682.0263,5,1,Approve
CL_375756,1,3,0,22501.7,496661.435,4,1,Approve
CL_342412,0,3,0,16769.93,410447.686,20,0,Reject
CL_138044,1,4,1,16738.66,400741.2586,3,0,Reject
CL_758563,1,1,1,24280.96,502123.0559,3,1,Approve
CL_59419,0,3,0,26904.46,500518.1755,8,1,Approve
CL_177795,1,0,0,21256.12,272263.9507,11,0,Approve
CL_80909,1,2,1,18084.53,315199.3957,7,0,Reject
CL_186779,1,3,0,22864.25,332952.1243,3,1,Approve
CL_308182,1,1,0,19330.03,240879.0732,5,1,Approve
CL_907587,1,4,0,19002.67,290953.6474,4,0,Reject
CL_158169,0,2,0,16942.63,408080.069,5,0,Reject
CL_988434,1,3,0,18950.13,392896.2197,4,0,Reject
CL_924834,0,1,0,28430.23,822224.0931,12,1,Approve
CL_676723,1,2,0,29662.2,528135.334,3,1,Approve
CL_247313,0,3,0,16999.8,490482.6543,12,0,Approve
CL_948968,1,4,0,18234.57,313816.0909,2,0,Reject
CL_572450,0,2,0,17346.31,399916.2298,5,1,Approve
CL_73713,1,3,0,16631.04,416122.0046,10,1,Approve
CL_927368,1,0,0,29873.5,915053.1394,6,1,Approve
CL_286593,0,0,0,29472.21,573300.2484,4,1,Approve
CL_169571,0,0,0,25946.91,643013.7439,3,0,Reject
CL_830828,0,3,0,15441.33,328327.7606,9,1,Approve
CL_366829,0,1,0,29633.42,357329.3083,2,0,Reject
CL_998826,0,3,0,27163.68,438980.7096,13,1,Approve
CL_867434,0,1,0,29461.64,639173.8634,4,1,Approve
CL_61779,0,3,0,29146.43,441103.0994,13,1,Approve
CL_72772,1,2,0,29694.32,884700.8073,5,0,Reject
CL_261452,0,3,0,29381.27,757473.7878,5,0,Reject
CL_406290,1,2,0,25729.16,673799.6483,11,1,Approve
CL_455846,1,3,0,21025.88,594425.591,8,1,Approve
CL_319073,1,1,1,21847.17,265453.0197,10,1,Approve
CL_853369,1,0,1,18201.09,519336.3681,4,0,Reject
CL_950827,1,0,0,23810.15,317581.1764,11,1,Approve
CL_236569,1,4,0,20884.59,431412.1818,3,0,Reject
CL_618351,1,3,0,19850.02,503470.545,7,1,Approve
CL_99935,1,2,0,21398.92,506461.0365,7,0,Reject
CL_702179,0,3,0,19602.21,409865.9785,9,1,Approve
CL_498937,0,3,0,15174.49,281666.6858,3,0,Reject
CL_959483,1,2,0,20009.41,288577.5156,2,0,Reject
CL_625600,1,0,0,21452.01,586291.6471,8,1,Approve
CL_369448,0,2,0,28965.85,706129.2724,4,0,Reject
CL_204587,1,2,0,19597.33,247397.0003,2,0,Reject
CL_217146,1,2,0,21900.44,264347.1025,5,1,Approve
CL_418565,1,3,0,27772.08,472611.7908,5,0,Reject
CL_783022,0,0,0,20995.9,400426.471,4,0,Reject
CL_821537,1,1,0,27910.85,865055.2827,26,0,Approve
CL_890072,1,1,0,19848.8,293221.8783,6,0,Reject
CL_447159,0,3,0,19494.23,287828.7372,3,0,Reject
CL_777016,1,3,0,17376.16,507517.4308,8,1,Approve
CL_438657,1,1,0,28908.92,553138.1092,5,1,Approve
CL_414766,0,1,0,15756.09,315772.7716,6,0,Approve
CL_858171,1,1,0,24124.18,532534.8102,5,0,Reject
CL_984126,0,3,0,23986.19,416292.6944,7,0,Reject
CL_377169,1,0,1,16954.65,446812.3478,22,0,Reject
CL_328807,0,4,0,27610.48,580956.7307,9,1,Approve
CL_268589,0,1,0,26306.6,416875.4017,3,0,Reject
CL_35516,1,0,0,29449.17,444337.6503,3,1,Approve
CL_824879,0,2,1,15352.06,361592.7009,3,0,Reject
CL_833881,0,2,0,23319.46,621504.8268,22,1,Approve
CL_610719,1,1,0,21345.45,294118.9945,4,0,Reject
CL_644050,1,2,0,17796.47,238123.2111,2,1,Approve
CL_440962,0,3,0,26051.41,506835.6911,3,0,Reject
CL_238052,0,0,0,22669.24,283695.9498,5,1,Approve
CL_598126,1,2,0,28657.08,503823.521,15,0,Approve
CL_336849,0,0,0,19047.73,573790.7572,6,0,Reject
CL_89194,1,2,0,19790.41,289879.813,12,1,Approve
CL_974716,0,0,0,20695.61,480291.9955,5,1,Approve
CL_232024,0,1,0,22484.59,344894.8457,4,1,Approve
CL_827031,1,2,0,27360.06,467547.5014,2,1,Approve
CL_444905,1,2,0,18625.34,302662.0009,3,0,Reject
CL_155101,0,2,1,29564.38,572551.2164,3,1,Approve
CL_111016,1,2,0,21457.29,450809.4108,9,0,Approve
CL_35929,1,3,0,21328.33,624520.2422,24,0,Reject
CL_346788,1,2,0,21522.14,537064.6558,10,0,Reject
CL_983736,1,2,0,20637.13,272941.9769,4,0,Reject
CL_327733,0,4,0,24589.79,639947.2627,7,0,Reject
CL_658004,1,2,0,20561.89,552621.9327,7,0,Reject
CL_299399,1,2,0,19475.72,596202.5623,9,0,Reject
CL_345812,1,4,0,19574.38,273703.6203,4,0,Reject
CL_521642,1,3,0,20217.39,548589.7237,5,1,Approve
CL_539148,1,4,0,25079.03,446853.8093,4,0,Reject
CL_725539,1,2,1,29975.1,813589.5844,8,0,Reject
CL_410436,0,1,0,19831.87,406071.0366,17,1,Approve
CL_290760,1,1,0,28086.69,584495.4254,3,1,Approve
CL_812700,1,1,0,23909.36,481450.7564,17,0,Reject
CL_90028,0,4,0,17742.48,233735.4397,2,0,Reject
CL_747204,1,0,0,22428.04,344468.5297,6,1,Approve
CL_554070,0,3,0,26875.82,493161.5628,4,1,Approve
CL_945091,1,4,0,17218.56,493010.7643,24,1,Approve
CL_372138,0,2,1,16296.58,448574.8577,23,1,Approve
CL_656087,0,1,0,18619.24,262061.8626,6,1,Approve
CL_367049,1,3,1,22209.68,525705.213,20,1,Approve
CL_56128,1,1,0,17267.31,372317.1999,4,1,Approve
CL_236683,1,1,0,18324.34,349281.7678,3,0,Reject
CL_159968,0,2,0,18996.74,249556.2141,2,0,Reject
CL_232492,0,1,0,17143.2,209875.4318,5,1,Reject
CL_244399,0,1,0,16138.25,282834.3336,5,0,Reject
CL_201455,0,2,0,24138.01,385178.947,7,1,Approve
CL_478098,1,3,0,19144.34,509218.423,7,1,Approve
CL_18115,0,2,0,28758.1,566467.0006,3,0,Reject
CL_725169,0,1,1,21948.64,475301.3276,18,1,Approve
CL_662652,0,4,0,22010.94,555080.6889,4,1,Approve
CL_929251,0,3,0,28069.24,850565.7906,4,1,Approve
CL_477224,0,2,0,22135.16,651317.0029,5,1,Approve
CL_314587,0,2,0,26497.5,486731.0192,3,1,Approve
CL_676304,0,1,0,22094.01,470377.4562,4,1,Approve
CL_56012,1,2,0,15714.59,331995.4963,3,1,Approve
CL_752929,1,1,0,26809.9,580046.4917,4,1,Approve
CL_155252,0,2,0,18414.55,419339.3727,4,0,Reject
CL_920500,1,3,0,23346.33,618986.4071,7,0,Reject
CL_748394,1,3,0,20565.59,515231.061,10,1,Approve
CL_550949,0,2,0,16055.82,312571.057,3,1,Approve
CL_594954,0,3,1,19827.04,497073.6881,10,1,Approve
CL_780286,0,3,0,20127.57,460252.866,6,1,Approve
CL_995524,0,4,0,28510.37,714069.6156,5,1,Approve
CL_946268,0,2,0,23257.07,455643.7822,3,0,Reject
CL_661597,1,3,0,29464.62,882703.6624,4,0,Reject
CL_766605,0,2,0,18341.3,331654.7119,8,1,Approve
